epoch,loss
0,0.016639963929060513
1,0.0050837416352711795
2,0.0026635990434740577
3,0.0021762398817872096
4,0.002005635239891887
5,0.001968199176538403
6,0.0018970491949887342
7,0.0018839825989135659
8,0.001841634586891161
9,0.0017855681476241433
